custid,age,gender,ms,child,zone,bad
998,3,1,1,1,7,0
999,2,2,1,1,20,1
1000,1,1,1,1,12,0
1001,1,1,2,2,5,0
1002,2,1,2,1,16,0
1003,2,1,1,1,6,0
1004,2,1,2,1,11,0
1005,1,1,1,1,17,0
1006,1,2,2,2,7,0
1007,3,1,1,1,19,0
1008,1,1,2,2,5,0
1009,2,1,1,1,18,0
1010,1,1,1,1,1,0
1011,3,2,1,1,3,0
1012,3,2,2,1,5,0
1013,1,1,1,1,11,0
1014,1,2,1,1,20,0
1015,1,2,1,1,3,0
1016,1,2,1,1,16,0
1017,1,1,2,2,18,0
1018,3,2,1,1,16,0
1019,3,1,2,1,10,0
1020,1,2,2,2,11,0
1021,3,2,1,1,20,0
1022,1,2,1,1,6,0
1023,3,1,2,2,12,0
1024,1,1,2,2,4,0
1025,2,1,1,1,16,1
1026,3,2,2,1,2,0
1027,1,1,2,1,3,0
1028,2,1,1,1,15,0
1029,2,1,2,1,20,0
1030,3,2,2,2,15,0
1031,3,2,2,1,6,0
1032,2,2,2,2,6,0
1033,2,1,1,1,17,0
1034,1,1,1,1,15,0
1035,2,1,1,1,1,0
1036,3,2,2,1,11,0
1037,2,1,1,1,10,0
1038,2,2,1,1,4,0
1039,3,2,2,2,7,1
1040,3,2,1,1,11,0
1041,1,2,1,1,6,0
1042,2,1,1,1,1,0
1043,2,2,2,1,20,0
1044,3,2,2,2,19,0
1045,2,1,1,1,5,0
1046,2,2,2,1,19,0
1047,2,1,2,2,14,0
1048,2,1,1,1,13,0
1049,2,1,1,1,10,0
1050,1,2,1,1,2,0
1051,2,2,2,2,18,0
1052,1,2,2,1,11,0
1053,2,2,1,1,16,0
1054,3,2,1,1,5,0
1055,2,1,2,2,9,1
1056,1,2,2,1,11,1
1057,1,1,1,1,17,0
1058,3,2,2,1,18,0
1059,3,1,2,1,20,0
1060,1,1,2,2,18,0
1061,3,2,2,2,11,0
1062,3,2,2,2,16,0
1063,3,1,2,1,14,0
1064,3,2,1,1,4,0
1065,2,2,2,2,7,0
1066,1,2,2,2,12,0
1067,1,1,1,1,14,0
1068,2,1,2,1,17,0
1069,2,1,1,1,6,0
1070,1,2,1,1,6,0
1071,2,1,1,1,9,0
1072,2,2,1,1,9,0
1073,2,2,2,1,17,0
1074,2,1,1,1,3,0
1075,2,1,1,1,4,0
1076,1,2,2,1,5,0
1077,1,1,1,1,18,0
1078,1,1,1,1,1,0
1079,1,1,1,1,6,0
1080,1,2,2,2,18,0
1081,2,2,2,1,4,0
1082,3,2,2,2,17,0
1083,2,1,1,1,17,0
1084,1,1,2,2,17,0
1085,1,2,2,2,10,0
1086,2,2,2,2,5,0
1087,3,2,2,1,19,0
1088,2,2,1,1,16,0
1089,1,1,2,1,6,0
1090,2,2,1,1,13,0
1091,3,2,1,1,3,0
1092,3,1,2,2,10,0
1093,2,1,1,1,7,0
1094,1,1,1,1,4,0
1095,2,2,2,1,4,0
1096,1,2,1,1,20,0
1097,2,2,2,1,15,0
1098,3,2,2,1,17,0
1099,3,2,2,2,9,0
1100,2,2,1,1,13,0
1101,2,2,1,1,11,0
1102,2,1,1,1,20,0
1103,2,1,1,1,9,0
1104,2,1,2,1,16,0
1105,2,2,2,2,2,0
1106,2,2,1,1,16,0
1107,3,1,2,2,4,0
1108,3,1,2,2,2,0
1109,3,1,2,2,14,0
1110,1,1,1,1,19,0
1111,2,1,1,1,9,0
1112,3,2,2,1,4,0
1113,2,2,2,2,15,0
1114,2,1,1,1,10,1
1115,1,2,1,1,7,1
1116,2,1,2,1,4,0
1117,1,1,2,1,18,0
1118,3,2,2,1,10,0
1119,1,2,1,1,14,1
1120,2,1,1,1,13,0
1121,1,1,2,2,1,0
1122,2,1,2,2,14,0
1123,1,2,2,2,10,0
1124,3,2,2,2,14,0
1125,1,2,1,1,8,0
1126,1,1,1,1,3,0
1127,3,2,2,2,6,0
1128,3,1,2,1,6,0
1129,1,2,1,1,13,1
1130,2,2,2,1,8,0
1131,3,1,2,1,18,1
1132,3,2,1,1,20,0
1133,3,1,1,1,2,0
1134,2,1,2,1,9,1
1135,3,1,2,2,4,0
1136,2,1,2,1,9,0
1137,3,2,2,1,11,0
1138,1,2,1,1,17,0
1139,3,2,2,2,16,0
1140,2,2,2,2,17,0
1141,3,1,2,1,20,0
1142,1,1,2,2,5,0
1143,1,1,2,2,18,0
1144,2,2,2,2,10,0
1145,2,1,2,2,10,0
1146,1,1,2,2,17,0
1147,2,1,1,1,13,0
1148,3,2,1,1,1,0
1149,2,1,1,1,8,0
1150,2,1,1,1,15,0
1151,1,2,1,1,4,0
1152,2,1,2,1,7,0
1153,1,1,1,1,19,0
1154,3,1,1,1,20,0
1155,2,2,1,1,12,1
1156,1,2,2,2,14,0
1157,2,2,2,1,4,0
1158,2,1,1,1,8,0
1159,3,1,1,1,7,0
1160,3,1,1,1,6,0
1161,3,1,2,2,15,0
1162,1,2,2,2,17,0
1163,3,1,1,1,14,0
1164,3,1,2,2,11,0
1165,2,2,1,1,20,0
1166,2,2,2,2,17,0
1167,2,2,2,2,3,1
1168,1,1,2,2,11,0
1169,3,2,2,1,1,0
1170,1,1,2,1,10,1
1171,3,2,2,1,7,1
1172,3,1,1,1,2,0
1173,3,1,1,1,9,0
1174,3,2,2,2,11,0
1175,2,2,1,1,1,0
1176,2,2,1,1,20,0
1177,3,2,2,2,1,1
1178,3,1,2,2,18,0
1179,1,2,1,1,11,0
1180,2,2,2,1,14,0
1181,2,2,1,1,12,0
1182,2,1,2,1,14,0
1183,1,1,1,1,2,0
1184,2,2,1,1,7,0
1185,1,1,1,1,12,1
1186,2,1,1,1,3,0
1187,3,2,1,1,11,1
1188,3,2,2,2,9,1
1189,3,1,2,1,5,1
1190,2,2,2,1,1,0
1191,2,2,2,1,16,0
1192,2,2,2,1,13,0
1193,1,1,2,2,9,0
1194,1,1,1,1,18,0
1195,2,1,2,2,2,0
1196,2,2,2,1,20,0
1197,2,1,1,1,19,0
1198,3,1,2,1,10,0
1199,2,2,2,1,6,0
1200,3,2,2,2,13,0
1201,2,2,1,1,2,0
1202,3,2,1,1,2,0
1203,2,1,1,1,7,0
1204,2,2,1,1,18,0
1205,2,1,1,1,12,0
1206,2,2,2,2,17,0
1207,3,2,2,1,8,0
1208,2,2,2,2,9,0
1209,2,1,1,1,3,0
1210,2,1,1,1,9,0
1211,1,1,2,1,10,0
1212,2,1,2,1,11,0
1213,2,1,1,1,1,0
1214,3,1,1,1,14,0
1215,3,1,2,2,20,0
1216,2,2,1,1,16,0
1217,3,1,1,1,7,0
1218,2,1,2,1,9,0
1219,2,1,2,1,10,0
1220,1,2,2,2,5,0
1221,3,2,1,1,19,0
1222,1,2,1,1,12,0
1223,2,2,2,2,9,0
1224,1,1,2,2,13,0
1225,3,2,2,1,2,0
1226,3,2,2,2,7,0
1227,2,2,2,2,18,0
1228,1,1,2,1,1,0
1229,1,2,1,1,7,0
1230,1,2,2,1,18,0
1231,1,1,1,1,19,0
1232,1,1,1,1,7,0
1233,3,1,2,1,2,0
1234,2,1,1,1,6,0
1235,3,1,1,1,19,0
1236,1,2,1,1,13,0
1237,3,1,1,1,3,0
1238,1,2,2,1,14,1
1239,3,2,1,1,18,0
1240,3,2,2,1,20,0
1241,2,2,2,2,6,0
1242,2,1,2,2,4,0
1243,1,1,1,1,7,0
1244,3,2,2,1,6,0
1245,1,2,2,1,10,0
1246,3,1,2,2,13,0
1247,2,1,1,1,13,0
1248,1,1,1,1,13,0
1249,1,2,1,1,20,0
1250,3,2,2,1,11,0
1251,3,2,1,1,20,0
1252,1,2,1,1,11,0
1253,2,2,2,2,15,0
1254,2,1,1,1,3,0
1255,3,2,1,1,16,0
1256,3,1,1,1,5,0
1257,2,1,1,1,16,0
1258,1,2,2,2,1,0
1259,3,2,2,1,12,0
1260,1,1,2,1,10,0
1261,1,1,1,1,1,0
1262,3,2,1,1,3,0
1263,3,1,2,1,13,0
1264,1,1,1,1,10,0
1265,3,1,2,1,14,0
1266,1,2,1,1,18,0
1267,3,1,2,1,3,0
1268,1,2,2,1,16,0
1269,2,2,1,1,11,0
1270,1,2,1,1,5,0
1271,2,2,1,1,3,0
1272,1,2,2,1,17,0
1273,3,1,2,1,19,0
1274,3,2,1,1,1,1
1275,2,1,2,1,14,0
1276,2,1,2,1,9,0
1277,1,1,2,2,11,0
1278,3,2,2,2,5,0
1279,1,1,2,2,13,0
1280,3,2,2,1,3,0
1281,2,2,1,1,3,0
1282,3,1,1,1,16,0
1283,2,1,1,1,1,0
1284,1,2,1,1,11,0
1285,1,1,2,2,2,0
1286,1,1,2,2,10,0
1287,3,2,2,1,3,0
1288,2,1,2,2,13,0
1289,1,2,1,1,5,0
1290,3,2,1,1,4,0
1291,2,1,1,1,1,0
1292,2,2,1,1,10,0
1293,1,1,1,1,11,0
1294,3,2,1,1,18,0
1295,1,1,1,1,3,0
1296,1,1,2,2,17,0
1297,3,1,2,1,19,0
1298,3,1,2,1,17,0
1299,2,1,2,2,5,0
1300,2,2,2,1,15,0
1301,1,1,1,1,15,0
1302,3,1,2,2,19,0
1303,2,1,2,1,16,0
1304,1,1,2,1,6,0
1305,2,1,1,1,14,0
1306,2,1,1,1,2,0
1307,3,2,2,1,7,0
1308,2,2,1,1,8,0
1309,1,2,2,2,1,0
1310,2,2,1,1,18,0
1311,3,2,1,1,8,0
1312,3,1,2,1,17,0
1313,2,2,1,1,5,0
1314,3,2,1,1,15,0
1315,2,2,2,1,4,0
1316,3,1,2,1,8,0
1317,2,1,1,1,13,0
1318,2,2,2,1,8,0
1319,2,2,2,2,6,0
1320,1,1,1,1,18,0
1321,2,1,2,1,19,0
1322,3,1,1,1,14,0
1323,1,2,1,1,18,0
1324,1,2,1,1,6,0
1325,3,1,1,1,12,0
1326,1,2,1,1,10,0
1327,1,2,2,1,17,0
1328,2,1,2,2,16,0
1329,3,2,2,2,15,0
1330,1,2,1,1,14,0
1331,2,2,1,1,4,0
1332,1,1,2,1,11,0
1333,1,1,2,2,1,0
1334,3,2,2,2,9,0
1335,3,1,2,2,9,0
1336,2,2,2,1,16,0
1337,2,2,2,2,17,0
1338,2,2,2,1,11,0
1339,2,2,2,1,2,0
1340,3,2,2,1,2,0
1341,2,1,2,1,11,0
1342,2,2,1,1,17,0
1343,2,2,1,1,9,0
1344,2,2,1,1,14,0
1345,1,1,1,1,8,0
1346,1,2,2,1,17,0
1347,3,1,2,2,15,0
1348,2,1,2,1,11,0
1349,1,2,2,2,11,0
1350,3,1,1,1,18,0
1351,1,1,1,1,17,0
1352,2,2,1,1,14,0
1353,1,2,1,1,3,0
1354,1,1,1,1,16,0
1355,2,2,1,1,3,0
1356,2,1,1,1,17,0
1357,1,2,2,2,17,0
1358,1,2,1,1,2,0
1359,1,2,1,1,16,0
1360,3,1,2,1,14,0
1361,1,2,2,1,18,0
1362,2,1,2,2,11,0
1363,1,2,1,1,9,0
1364,2,1,2,2,1,0
1365,1,1,1,1,5,0
1366,1,2,2,2,9,0
1367,3,1,2,1,9,0
1368,2,2,1,1,9,0
1369,1,2,1,1,13,0
1370,1,1,2,1,16,0
1371,3,1,1,1,11,0
1372,1,1,2,1,11,0
1373,2,1,1,1,1,0
1374,3,1,1,1,1,0
1375,2,1,1,1,20,0
1376,1,1,1,1,11,0
1377,1,2,2,2,8,0
1378,1,1,2,1,3,0
1379,3,2,2,1,10,0
1380,3,1,2,1,3,0
1381,1,1,1,1,7,0
1382,3,1,2,1,16,0
1383,2,2,2,1,12,0
1384,3,1,2,2,4,0
1385,1,2,2,1,6,0
1386,2,1,2,2,5,0
1387,1,2,2,2,10,0
1388,2,2,2,2,8,1
1389,1,1,1,1,1,0
1390,1,2,1,1,14,0
1391,1,2,1,1,19,0
1392,3,2,1,1,13,0
1393,3,2,1,1,8,1
1394,1,1,1,1,15,0
1395,3,1,1,1,7,0
1396,1,1,1,1,1,0
1397,1,2,2,1,19,0
1398,2,1,2,1,19,0
1399,3,1,1,1,15,0
1400,1,2,2,2,4,0
1401,3,2,2,2,18,0
1402,2,2,1,1,13,0
1403,3,1,2,1,6,0
1404,2,2,1,1,7,0
1405,2,2,1,1,12,0
1406,1,1,1,1,17,0
1407,3,1,2,2,19,0
1408,1,1,1,1,8,0
1409,2,1,2,1,17,0
1410,3,2,1,1,16,0
1411,2,1,1,1,9,0
1412,1,2,1,1,19,0
1413,3,2,1,1,11,0
1414,3,1,2,1,15,0
1415,1,1,2,2,19,0
1416,3,1,1,1,18,0
1417,2,2,1,1,14,0
1418,3,2,1,1,8,0
1419,1,2,1,1,8,0
1420,1,2,1,1,6,0
1421,3,1,1,1,16,0
1422,2,1,1,1,9,0
1423,3,2,2,1,20,0
1424,1,2,1,1,20,0
1425,3,1,1,1,5,0
1426,2,2,1,1,11,0
1427,2,1,2,2,15,0
1428,2,1,1,1,16,0
1429,1,2,2,1,6,0
1430,3,1,2,2,9,0
1431,1,2,1,1,17,0
1432,2,2,2,1,19,0
1433,1,2,2,1,19,0
1434,2,2,2,1,3,0
1435,1,1,2,2,1,0
1436,2,2,2,2,14,0
1437,1,2,1,1,2,0
1438,1,2,2,2,2,0
1439,2,2,2,1,13,1
1440,2,1,1,1,18,0
1441,1,2,1,1,19,0
1442,1,1,1,1,15,0
1443,2,1,2,1,12,0
1444,3,1,1,1,9,0
1445,2,2,2,1,9,0
1446,2,2,1,1,13,0
1447,3,1,1,1,10,0
1448,2,1,2,2,3,0
1449,3,1,1,1,15,0
1450,1,2,1,1,15,0
1451,2,1,1,1,4,1
1452,2,1,2,1,7,0
1453,1,2,1,1,7,0
1454,3,1,2,1,6,0
1455,2,1,2,2,19,0
1456,2,2,1,1,9,0
1457,3,2,2,1,20,0
1458,2,1,1,1,4,0
1459,2,1,1,1,13,0
1460,3,2,1,1,19,0
1461,1,1,2,2,18,0
1462,2,2,2,2,13,0
1463,3,2,2,2,6,0
1464,3,2,1,1,10,0
1465,2,2,1,1,9,0
1466,2,2,1,1,11,0
1467,1,1,1,1,11,0
1468,2,1,2,2,18,0
1469,2,2,2,2,13,0
1470,3,2,1,1,15,0
1471,1,1,1,1,2,0
1472,3,1,1,1,17,0
1473,2,2,1,1,6,0
1474,3,2,2,2,13,0
1475,2,2,1,1,12,0
1476,1,2,2,2,3,0
1477,2,1,1,1,14,0
1478,3,1,1,1,20,0
1479,3,2,2,1,10,0
1480,1,1,1,1,5,0
1481,3,2,1,1,17,0
1482,3,2,1,1,11,0
1483,1,2,2,2,1,0
1484,3,2,2,2,6,0
1485,2,1,2,2,11,0
1486,3,1,2,1,12,0
1487,3,2,1,1,15,1
1488,2,1,2,1,20,0
1489,3,1,2,1,17,0
1490,3,2,2,1,1,0
1491,1,2,1,1,10,0
1492,2,2,2,2,12,1
1493,3,1,2,1,16,0
1494,1,1,1,1,13,0
1495,2,2,1,1,12,1
1496,2,2,1,1,20,0
1497,3,1,1,1,3,0
1498,1,2,1,1,20,0
1499,1,2,2,1,4,0
1500,3,1,2,1,17,1
1501,3,2,2,1,3,0
1502,1,1,2,2,10,0
1503,2,2,1,1,2,0
1504,3,1,2,2,7,0
1505,1,2,1,1,9,0
1506,1,1,1,1,9,0
1507,2,1,1,1,6,0
1508,3,1,2,1,6,0
1509,2,2,2,2,15,0
1510,2,1,1,1,11,0
1511,3,2,2,1,1,0
1512,2,2,2,2,1,0
1513,2,2,1,1,6,0
1514,1,1,2,1,16,0
1515,3,2,2,2,16,0
1516,2,1,1,1,18,0
1517,3,1,2,2,4,0
1518,2,2,2,2,19,0
1519,1,2,1,1,13,0
1520,3,2,1,1,7,0
1521,2,2,1,1,3,0
1522,2,1,1,1,2,1
1523,2,1,2,2,16,0
1524,3,2,2,2,15,0
1525,3,2,2,1,8,0
1526,2,1,1,1,6,0
1527,3,2,1,1,7,0
1528,3,1,1,1,17,0
1529,1,2,2,1,8,0
1530,1,2,1,1,19,0
1531,2,1,1,1,10,0
1532,2,2,2,1,10,0
1533,2,2,1,1,12,0
1534,3,2,1,1,4,0
1535,2,2,1,1,20,0
1536,2,1,2,1,14,0
1537,2,1,2,2,7,0
1538,2,1,1,1,12,0
1539,2,1,1,1,14,0
1540,2,2,2,2,13,0
1541,1,2,1,1,11,0
1542,2,1,2,1,16,0
1543,3,1,1,1,7,0
1544,3,1,1,1,16,0
1545,1,2,1,1,20,0
1546,2,2,1,1,17,0
1547,3,2,2,1,5,0
1548,1,2,2,2,19,0
1549,2,2,2,2,15,0
1550,1,1,1,1,11,0
1551,3,1,1,1,4,0
1552,1,1,1,1,15,0
1553,1,1,2,2,14,0
1554,2,2,1,1,6,0
1555,1,2,1,1,8,0
1556,3,1,1,1,18,0
1557,2,2,1,1,7,0
1558,1,1,1,1,17,0
1559,1,1,1,1,18,0
1560,3,1,2,2,9,0
1561,2,2,2,1,6,0
1562,1,1,1,1,6,0
1563,3,1,1,1,4,0
1564,2,1,2,1,18,0
1565,2,2,1,1,17,0
1566,3,1,2,2,4,0
1567,3,1,2,2,14,0
1568,1,2,2,2,12,0
1569,2,2,1,1,10,0
1570,3,2,2,1,20,0
1571,2,2,1,1,8,0
1572,3,2,1,1,4,0
1573,1,2,1,1,19,0
1574,2,1,2,2,14,0
1575,2,1,1,1,7,0
1576,1,1,2,1,2,0
1577,3,1,2,2,12,0
1578,3,2,2,2,14,0
1579,3,1,2,2,13,0
1580,1,2,1,1,16,0
1581,1,1,2,1,20,0
1582,1,1,1,1,15,0
1583,1,2,2,2,12,0
1584,2,2,1,1,3,0
1585,3,1,1,1,13,0
1586,2,1,1,1,9,0
1587,1,1,2,2,18,0
1588,1,2,2,1,18,0
1589,3,2,1,1,12,0
1590,3,1,1,1,11,0
1591,1,2,1,1,20,0
1592,3,2,1,1,1,0
1593,3,1,2,2,2,0
1594,1,2,2,1,7,0
1595,1,1,1,1,10,0
1596,3,2,2,1,10,0
1597,1,1,2,2,5,0
1598,3,1,1,1,1,0
1599,2,1,2,1,7,0
1600,2,2,1,1,8,0
1601,2,2,1,1,16,0
1602,3,1,2,2,17,0
1603,3,1,1,1,14,0
1604,1,1,2,1,18,0
1605,2,2,2,2,7,0
1606,2,1,2,1,19,0
1607,2,2,1,1,15,0
1608,2,2,2,1,17,0
1609,3,2,2,1,3,0
1610,2,2,2,1,20,0
1611,2,1,2,1,14,0
1612,2,2,1,1,1,0
1613,1,2,1,1,15,0
1614,2,2,2,1,17,1
1615,1,1,2,1,3,0
1616,3,1,2,2,3,0
1617,1,1,1,1,8,0
1618,1,2,2,1,20,0
1619,1,2,2,2,5,1
1620,1,2,1,1,18,0
1621,3,2,2,1,2,0
1622,3,2,2,2,10,0
1623,2,1,2,1,1,0
1624,3,2,1,1,13,1
1625,3,1,2,1,7,1
1626,3,2,2,2,3,0
1627,3,1,2,1,19,0
1628,3,1,2,2,2,0
1629,2,2,1,1,15,0
1630,2,2,2,1,19,0
1631,2,2,1,1,5,0
1632,3,1,1,1,9,1
1633,3,2,1,2,15,0
1634,3,2,2,2,9,0
1635,2,1,1,1,8,0
1636,1,1,1,1,6,0
1637,1,2,1,1,10,0
1638,2,2,2,1,18,0
1639,2,2,2,1,2,0
1640,3,2,2,2,20,0
1641,2,2,1,1,13,0
1642,1,2,1,1,10,0
1643,1,1,1,1,8,0
1644,1,2,1,1,19,0
1645,1,1,1,1,14,0
1646,2,1,2,1,13,0
1647,2,1,2,2,19,0
1648,1,1,2,2,8,0
1649,3,2,2,2,17,0
1650,1,2,2,1,10,0
1651,2,2,2,1,14,0
1652,1,1,1,1,13,0
1653,2,1,1,1,10,0
1654,1,1,1,1,18,0
1655,2,1,2,1,13,0
1656,2,2,2,2,18,0
1657,3,2,2,2,14,0
1658,3,2,2,2,20,0
1659,1,2,2,1,8,0
1660,2,2,1,1,12,0
1661,3,2,1,1,15,0
1662,1,2,1,1,18,0
1663,1,2,2,1,14,0
1664,2,2,2,1,15,0
1665,1,2,1,1,16,0
1666,1,2,2,2,11,0
1667,2,2,2,2,1,0
1668,3,2,1,1,3,1
1669,2,2,1,1,4,0
1670,1,2,1,1,4,0
1671,1,1,1,1,18,0
1672,3,1,1,1,6,0
1673,3,1,1,1,9,0
1674,1,2,2,2,18,0
1675,2,1,1,1,4,0
1676,3,2,2,2,7,0
1677,3,2,1,1,4,1
1678,2,2,2,1,12,0
1679,2,2,2,1,20,0
1680,2,1,2,1,6,0
1681,2,2,1,1,7,0
1682,2,1,2,1,4,0
1683,1,2,1,1,18,0
1684,2,2,1,1,14,0
1685,3,1,1,1,6,0
1686,2,1,2,1,15,0
1687,1,2,1,1,9,0
1688,3,1,2,2,15,0
1689,2,1,2,1,12,0
1690,1,1,1,1,5,0
1691,3,1,2,2,4,0
1692,2,2,1,1,10,0
1693,1,1,2,1,12,0
1694,3,2,2,1,5,0
1695,1,1,2,2,15,1
1696,2,1,2,1,19,0
1697,2,2,2,2,5,0
1698,2,2,1,1,18,0
1699,1,2,1,1,9,1
1700,3,1,1,1,16,0
1701,2,1,1,1,15,0
1702,2,2,2,2,8,0
1703,1,1,2,2,19,0
1704,2,2,1,1,7,0
1705,2,1,2,2,10,0
1706,1,2,2,2,13,0
1707,3,2,2,2,7,0
1708,2,1,1,1,19,0
1709,1,2,2,2,16,0
1710,3,1,2,1,9,0
1711,3,1,2,2,16,0
1712,3,2,1,1,15,0
1713,2,1,1,1,5,0
1714,2,1,2,2,14,0
1715,1,2,2,2,4,0
1716,1,2,2,2,15,0
1717,2,1,1,1,4,0
1718,2,1,2,2,1,0
1719,1,2,1,1,18,0
1720,1,1,1,1,14,0
1721,3,2,2,2,7,0
1722,2,1,1,1,17,0
1723,2,1,2,1,3,0
1724,1,2,2,2,14,1
1725,2,1,2,1,13,0
1726,1,1,2,1,6,0
1727,2,1,2,1,16,0
1728,1,1,2,1,15,0
1729,2,2,2,1,10,0
1730,1,1,1,1,19,0
1731,2,1,2,2,14,0
1732,2,1,1,1,10,0
1733,1,2,2,1,11,0
1734,2,2,1,1,5,0
1735,3,1,2,2,4,0
1736,1,1,2,2,13,0
1737,3,2,1,1,11,0
1738,3,1,2,2,19,0
1739,3,2,1,1,20,0
1740,2,2,2,1,3,1
1741,1,1,1,1,14,0
1742,1,2,2,2,19,0
1743,2,1,2,1,9,0
1744,3,2,2,2,2,0
1745,3,2,1,1,14,0
1746,2,1,2,2,16,1
1747,1,2,1,1,18,0
1748,1,2,2,2,14,0
1749,1,1,1,1,3,0
1750,3,1,2,1,3,0
1751,3,1,1,1,10,0
1752,2,1,2,2,1,0
1753,1,2,1,1,13,0
1754,1,1,1,1,14,0
1755,3,2,2,2,18,1
1756,2,1,2,2,16,1
1757,2,1,1,1,14,0
1758,1,1,2,2,16,0
1759,1,2,2,2,8,0
1760,3,1,2,2,8,0
1761,3,2,1,1,18,0
1762,2,1,1,1,12,0
1763,2,1,2,2,12,0
1764,1,2,2,1,13,0
1765,1,2,2,1,17,1
1766,2,1,2,1,20,0
1767,2,1,1,1,19,0
1768,2,2,2,1,18,0
1769,2,2,1,1,5,0
1770,3,1,2,1,7,0
1771,3,1,2,2,18,0
1772,2,2,2,2,15,0
1773,1,2,2,1,4,0
1774,3,1,1,1,4,0
1775,3,1,1,1,9,0
1776,3,2,1,1,9,0
1777,2,1,2,2,6,0
1778,2,2,1,1,1,0
1779,1,1,1,1,12,0
1780,2,2,2,2,15,0
1781,2,1,2,1,1,0
1782,3,2,2,1,18,0
1783,1,1,2,2,5,1
1784,2,2,2,2,6,0
1785,2,1,2,2,1,1
1786,3,2,1,1,13,0
1787,3,1,1,1,7,0
1788,2,2,1,1,11,0
1789,3,1,2,2,17,0
1790,3,1,1,1,18,0
1791,2,1,1,1,19,0
1792,2,1,2,2,1,1
1793,1,1,2,1,17,0
1794,2,1,1,1,8,1
1795,1,1,2,2,11,0
1796,1,1,2,2,6,0
1797,1,1,1,1,11,0
1798,3,2,2,2,5,0
1799,3,2,1,1,17,0
1800,1,2,1,1,6,1
1801,2,2,1,1,10,0
1802,3,1,2,2,10,0
1803,1,2,2,2,17,0
1804,2,1,1,1,6,0
1805,2,1,2,2,20,0
1806,1,1,1,1,4,0
1807,2,2,2,1,7,0
1808,3,1,1,1,17,0
1809,1,1,2,1,15,0
1810,1,1,2,2,19,0
1811,1,1,1,1,3,0
1812,1,2,2,2,11,0
1813,1,1,2,1,9,0
1814,1,1,2,2,18,0
1815,3,2,1,1,1,0
1816,3,1,1,1,8,0
1817,2,2,1,1,13,0
1818,1,2,2,1,4,0
1819,2,2,1,1,8,0
1820,2,2,2,1,16,0
1821,3,2,1,1,2,0
1822,2,1,1,1,1,0
1823,2,2,1,1,19,0
1824,1,2,2,2,18,0
1825,3,1,1,1,20,0
1826,2,1,1,1,12,0
1827,3,2,2,1,18,0
1828,3,2,2,2,20,0
1829,3,1,1,1,11,1
1830,2,2,2,1,12,0
1831,1,1,1,1,7,0
1832,3,1,2,2,10,0
1833,2,2,1,1,19,0
1834,1,1,2,1,19,0
1835,1,2,1,1,12,0
1836,1,1,1,1,8,0
1837,2,1,1,1,17,0
1838,1,2,2,2,1,0
1839,2,2,1,1,2,0
1840,2,2,1,1,10,0
1841,2,1,1,1,9,0
1842,1,2,2,1,5,0
1843,1,2,2,1,3,0
1844,3,2,1,1,8,1
1845,3,1,2,1,13,0
1846,3,2,2,1,9,0
1847,1,2,1,1,9,0
1848,2,1,2,2,1,0
1849,1,1,2,1,16,0
1850,3,1,1,1,6,0
1851,3,2,2,1,2,0
1852,1,1,1,1,11,0
1853,2,1,2,2,8,0
1854,1,2,2,1,18,0
1855,2,1,2,2,12,0
1856,2,2,2,2,20,0
1857,1,1,2,2,16,0
1858,1,2,1,1,12,0
1859,1,2,1,1,3,0
1860,2,1,1,1,17,0
1861,1,1,2,1,10,0
1862,1,1,2,2,13,0
1863,1,1,2,1,19,0
1864,1,1,1,1,20,0
1865,2,1,1,1,13,0
1866,1,2,1,1,5,0
1867,1,1,2,1,5,0
1868,3,1,2,2,2,0
1869,2,1,2,2,9,0
1870,2,2,2,2,3,0
1871,3,1,2,2,18,0
1872,3,1,2,1,10,0
1873,3,2,2,1,19,0
1874,3,2,1,1,4,0
1875,2,1,2,2,2,0
1876,2,2,1,1,8,0
1877,3,2,1,1,14,0
1878,3,1,1,1,10,0
1879,1,1,2,2,14,0
1880,2,2,2,1,4,0
1881,3,1,2,2,7,0
1882,3,1,2,1,10,0
1883,2,1,1,1,1,0
1884,2,2,2,1,2,0
1885,2,2,2,2,15,0
1886,3,1,1,1,20,0
1887,3,2,2,2,6,1
1888,3,1,2,1,18,0
1889,3,2,2,2,11,0
1890,2,1,2,1,12,0
1891,3,2,1,1,16,0
1892,3,2,2,1,19,0
1893,2,1,2,2,8,0
1894,3,1,1,1,7,0
1895,1,1,1,1,18,0
1896,2,2,2,2,18,1
1897,1,2,1,1,14,0
1898,1,2,2,2,6,0
1899,3,1,2,1,12,0
1900,1,1,1,1,10,1
1901,1,1,1,1,2,0
1902,2,2,2,1,10,0
1903,3,1,2,2,2,0
1904,1,1,1,1,2,0
1905,3,2,2,1,8,0
1906,3,2,1,1,1,0
1907,2,1,2,1,5,0
1908,2,2,1,1,13,0
1909,1,1,1,1,10,0
1910,1,2,1,1,7,0
1911,3,2,1,1,15,0
1912,3,2,1,1,14,0
1913,1,2,2,2,11,0
1914,3,2,1,1,12,0
1915,1,2,1,1,6,0
1916,1,2,1,1,9,0
1917,3,2,2,2,12,0
1918,2,2,1,1,17,0
1919,3,1,2,2,4,0
1920,2,2,2,1,1,0
1921,1,1,1,1,16,0
1922,2,1,1,1,11,0
1923,1,2,2,1,18,0
1924,1,2,2,2,1,0
1925,1,2,2,2,8,0
1926,2,2,1,1,14,0
1927,1,1,1,1,16,0
1928,1,2,1,1,6,0
1929,2,1,1,1,4,0
