custid,veh,house,selfemp,account,deposit,emp,address,branch,ref
698,2,2,1,2,2,16,3,1,1
699,2,2,2,2,1,20,23,1,1
700,2,1,2,1,2,12,14,2,2
701,1,1,2,2,2,18,13,2,2
702,1,2,1,2,2,11,7,2,1
703,2,2,1,2,2,16,15,2,1
704,2,1,1,2,1,16,15,1,2
705,1,2,1,2,2,3,1,2,1
706,2,1,1,1,1,6,6,2,2
707,2,2,2,1,1,21,9,1,2
708,1,2,2,2,2,13,12,2,2
709,1,1,2,2,2,4,4,2,1
710,1,1,2,2,2,1,13,2,1
711,1,2,1,1,1,0,1,2,1
712,1,1,2,1,1,5,0,1,2
713,2,1,1,2,2,24,14,2,2
714,2,2,1,2,2,7,10,1,1
715,1,2,1,1,2,22,16,1,2
716,1,2,2,2,2,9,6,2,1
717,2,1,2,1,1,14,7,2,2
718,2,2,2,2,1,24,19,1,1
719,1,1,2,2,1,7,9,1,2
720,2,2,2,2,1,1,21,1,2
721,2,1,1,2,2,22,3,2,2
722,1,1,2,1,1,17,22,2,2
723,2,2,1,1,2,3,7,1,2
724,2,2,1,2,1,8,6,2,2
725,2,2,2,1,1,1,2,1,1
726,2,2,1,1,2,0,3,1,2
727,2,1,1,2,1,9,27,2,1
728,1,2,1,2,2,26,22,2,2
729,2,1,2,2,2,13,9,1,1
730,1,1,2,2,1,2,2,2,2
731,1,1,2,2,2,4,16,2,2
732,2,1,2,1,1,1,11,1,2
733,1,1,1,2,1,3,8,1,2
734,2,1,2,1,1,8,5,2,1
735,1,1,2,1,1,9,1,1,1
736,1,1,2,1,2,6,7,2,1
737,2,1,1,2,1,10,5,1,1
738,2,2,1,2,1,13,2,1,2
739,2,2,2,2,2,2,9,2,2
740,2,2,2,1,1,23,5,2,1
741,1,2,2,1,1,8,3,1,2
742,1,2,2,2,1,17,4,1,2
743,2,1,2,2,2,7,23,2,2
744,1,1,1,2,2,20,5,1,1
745,2,1,2,2,2,0,0,2,1
746,2,2,2,2,1,1,1,2,1
747,1,1,2,1,1,13,15,1,2
748,1,1,1,1,2,5,2,2,1
749,2,1,2,2,1,0,2,1,1
750,1,1,1,1,2,19,2,2,1
751,1,1,2,1,1,2,11,1,1
752,1,2,1,2,1,1,13,2,1
753,2,1,1,2,1,17,19,1,2
754,2,1,2,2,1,4,18,2,2
755,1,1,2,1,1,4,3,2,2
756,2,2,1,2,1,2,4,1,1
757,1,1,2,1,2,10,1,1,1
758,1,2,1,2,2,16,13,1,2
759,1,1,2,1,1,18,7,2,2
760,1,1,1,2,2,11,20,2,1
761,2,1,1,2,1,10,10,1,2
762,2,2,2,1,1,14,1,2,2
763,2,2,1,1,1,4,0,1,1
764,1,1,1,1,1,5,10,1,2
765,2,1,2,1,1,5,7,2,1
766,1,1,2,2,2,11,6,1,1
767,2,1,2,1,2,2,4,1,2
768,2,2,2,2,2,19,8,2,1
769,2,1,2,1,2,8,3,1,1
770,2,1,1,1,1,2,3,1,1
771,2,2,1,2,1,3,9,1,2
772,1,2,1,2,1,5,10,2,1
773,1,1,1,2,2,26,22,2,2
774,2,1,1,2,1,2,5,1,1
775,1,2,2,2,1,14,10,2,1
776,1,1,1,1,1,14,25,2,2
777,1,2,1,1,1,2,1,2,2
778,1,1,1,1,1,1,10,2,2
779,1,2,1,1,2,14,2,2,1
780,1,1,1,1,2,15,11,1,2
781,2,2,1,1,2,5,3,1,2
782,2,1,1,2,1,12,13,1,2
783,2,2,2,1,2,7,4,1,2
784,1,1,2,1,2,5,16,1,2
785,1,1,1,2,2,4,4,2,1
786,1,1,1,1,1,10,16,2,1
787,2,1,1,2,1,6,5,1,1
788,2,2,2,1,2,6,18,1,1
789,1,2,1,1,1,13,13,2,1
790,2,2,1,2,1,0,2,1,2
791,2,2,1,1,2,4,11,1,2
792,2,2,2,2,1,1,6,2,2
793,2,2,1,2,1,6,5,1,2
794,2,2,1,1,1,0,7,1,1
795,1,2,1,1,1,3,1,1,2
796,1,1,1,1,1,17,6,2,2
797,1,1,1,1,1,13,0,2,1
798,1,1,1,2,2,15,9,1,2
799,1,1,1,1,2,4,10,2,1
800,2,2,1,2,1,5,7,2,1
801,2,1,1,2,2,23,9,1,2
802,1,2,2,1,2,7,9,2,2
803,2,2,1,2,1,8,7,1,2
804,1,1,1,1,2,21,11,2,1
805,1,1,1,1,2,22,18,1,1
806,1,2,1,2,1,8,18,1,1
807,1,2,1,1,1,9,19,1,2
808,2,1,2,1,2,4,7,2,2
809,1,2,2,2,1,12,14,2,2
810,1,2,2,1,1,10,13,1,2
811,1,1,2,2,2,3,5,1,2
812,2,2,1,2,2,7,1,2,1
813,2,2,2,1,1,1,3,2,2
814,1,2,2,1,1,12,11,2,1
815,1,2,1,2,2,17,26,2,1
816,2,2,2,1,1,4,7,2,2
817,2,1,2,2,1,9,10,1,2
818,1,2,2,1,1,15,16,1,2
819,1,1,2,2,1,1,4,1,2
820,1,1,2,2,1,2,1,1,1
821,2,1,2,2,2,12,20,2,2
822,1,1,2,2,1,3,1,1,2
823,1,2,1,2,2,7,3,1,2
824,1,1,1,2,2,3,5,1,1
825,2,1,2,1,2,6,10,1,2
826,2,2,2,1,2,7,11,1,2
827,1,1,2,2,2,8,2,1,2
828,2,2,1,2,1,9,4,1,2
829,1,1,1,1,2,5,1,1,1
830,2,1,2,2,1,19,2,2,2
831,2,1,2,1,1,2,7,2,2
832,1,1,2,2,2,5,11,1,2
833,2,1,2,1,2,18,20,1,1
834,2,2,1,2,1,18,20,2,2
835,1,2,1,1,1,8,3,1,2
836,2,1,2,2,1,7,8,2,1
837,1,1,1,1,2,1,1,1,2
838,1,1,2,2,2,14,2,2,1
839,1,1,2,2,2,9,11,2,1
840,2,1,1,1,2,4,4,2,2
841,2,1,2,2,1,0,3,2,1
842,2,1,1,2,2,9,6,1,1
843,1,1,2,2,2,16,22,2,1
844,2,1,2,2,1,11,8,1,1
845,2,1,1,1,1,16,18,2,2
846,1,1,2,2,2,6,4,2,2
847,2,1,2,2,2,1,4,2,1
848,1,2,2,1,2,3,8,1,2
849,2,1,2,2,1,12,2,2,2
850,1,2,1,1,1,9,5,1,1
851,1,2,1,2,2,15,14,1,1
852,2,1,2,2,1,14,24,1,1
853,2,1,2,2,1,5,10,2,2
854,1,1,2,2,1,8,7,1,2
855,1,1,1,1,2,3,6,1,1
856,1,1,2,2,2,13,3,1,1
857,2,2,1,1,1,13,12,2,1
858,1,1,2,2,1,9,3,1,2
859,2,1,2,2,1,9,4,2,1
860,2,1,1,2,1,10,5,2,2
861,1,2,1,2,1,4,1,1,1
862,2,1,2,1,1,6,9,1,1
863,2,1,2,2,2,3,1,2,1
864,1,2,1,2,1,9,6,2,1
865,2,2,2,2,1,1,9,1,2
866,1,1,2,2,2,14,12,2,1
867,1,1,1,2,2,5,3,2,1
868,2,1,2,1,1,4,9,1,1
869,1,2,2,1,1,15,3,1,1
870,2,1,2,2,1,16,9,2,2
871,2,2,1,1,2,7,10,1,1
872,2,1,2,2,1,4,11,1,2
873,2,2,1,1,2,1,0,2,1
874,1,1,2,1,1,15,8,1,2
875,1,2,1,2,2,7,15,2,2
876,2,1,2,1,2,7,1,1,1
877,1,2,2,2,1,1,2,2,2
878,2,2,1,1,2,8,3,2,1
879,2,2,1,2,1,13,5,1,1
880,2,2,1,1,2,2,15,2,2
881,2,1,2,2,1,12,10,1,2
882,1,2,2,2,1,9,19,2,1
883,2,1,2,2,1,16,22,2,2
884,2,2,2,1,1,11,7,1,1
885,2,1,2,2,2,1,7,2,2
886,2,2,1,1,2,14,10,2,2
887,1,1,2,2,2,15,22,2,1
888,2,1,2,2,1,12,9,1,1
889,2,1,1,1,2,1,5,1,2
890,1,2,2,2,2,19,3,1,2
891,1,2,1,2,1,5,3,1,1
892,1,1,2,2,2,1,8,2,1
893,1,1,2,1,2,10,0,2,1
894,2,2,1,2,2,1,7,1,1
895,1,2,1,1,2,13,2,2,2
896,1,2,2,1,2,4,0,2,2
897,1,2,2,1,2,2,1,2,1
898,1,1,2,2,2,10,10,1,2
899,2,2,1,1,1,9,27,2,2
900,1,1,1,2,1,7,7,1,2
901,2,2,2,1,1,4,8,1,1
902,2,2,1,1,1,8,10,1,1
903,2,1,1,2,1,3,24,1,1
904,1,2,1,1,1,1,17,1,1
905,2,1,2,2,1,7,1,2,1
906,1,1,1,2,1,17,12,2,2
907,1,1,1,1,2,7,6,1,2
908,2,1,1,1,2,6,6,2,1
909,1,2,1,2,2,15,12,2,2
910,2,2,1,1,2,7,0,1,1
911,2,2,2,1,1,16,7,1,2
912,2,1,1,2,1,6,3,2,2
913,2,1,1,1,2,2,11,1,1
914,1,2,1,1,1,5,3,2,2
915,2,1,2,1,1,16,4,1,1
916,2,2,2,2,2,13,8,1,2
917,2,1,2,1,2,14,26,1,2
918,2,1,2,2,2,21,22,1,1
919,1,1,2,1,1,7,9,1,2
920,1,2,2,2,1,0,6,2,1
921,2,2,2,1,1,11,7,2,1
922,1,2,1,1,1,1,28,2,2
923,1,2,1,1,2,17,26,2,2
924,1,1,2,1,2,6,7,1,1
925,2,2,2,1,1,10,5,1,1
926,1,1,2,2,1,6,2,1,1
927,1,2,1,2,2,10,9,1,1
928,1,2,2,1,2,6,6,2,2
929,2,2,2,1,2,1,3,1,1
930,2,1,1,1,2,7,4,2,2
931,2,2,1,1,2,9,11,2,1
932,2,2,1,1,2,4,11,2,1
933,1,1,1,2,2,9,17,2,1
934,1,2,1,2,2,6,2,1,2
935,1,2,1,2,2,12,10,1,2
936,1,2,2,1,2,8,0,1,2
937,2,2,2,2,1,5,4,1,1
938,2,2,2,2,1,3,12,1,2
939,1,1,2,2,2,12,5,2,2
940,1,2,1,1,2,6,19,1,2
941,1,1,1,1,1,5,5,2,1
942,2,2,1,1,1,11,11,1,2
943,1,1,2,2,2,7,11,2,2
944,2,1,2,1,1,21,20,2,2
945,1,1,2,2,1,3,5,1,2
946,2,1,1,2,2,13,5,2,2
947,2,2,1,1,2,15,17,1,2
948,1,2,1,1,1,5,3,2,2
949,2,1,2,2,1,16,12,1,2
950,2,2,2,2,1,11,16,2,2
951,1,2,2,2,1,23,18,1,1
952,2,1,1,1,2,14,4,1,2
953,2,2,1,2,2,14,3,1,1
954,2,1,1,2,1,1,1,1,1
955,2,1,1,2,2,6,14,1,1
956,1,2,2,1,2,20,1,2,2
957,1,1,1,2,1,18,19,1,1
958,2,1,2,2,2,3,15,2,2
959,1,1,2,2,1,16,25,1,1
960,2,2,1,2,2,10,2,1,1
961,2,1,2,1,1,16,1,1,1
962,1,2,2,1,1,9,6,2,2
963,1,1,1,2,1,8,7,2,2
964,2,1,1,2,2,10,11,2,1
965,2,1,1,2,2,9,7,2,1
966,2,1,1,1,2,7,0,2,1
967,1,1,2,2,1,1,2,2,2
968,1,2,1,2,2,10,8,2,2
969,1,2,1,2,2,3,9,1,1
970,1,1,1,1,2,19,17,1,1
971,1,2,1,1,2,22,24,1,2
972,1,1,1,2,2,4,1,2,1
973,1,2,2,2,1,7,5,1,2
974,2,1,1,2,2,16,10,1,1
975,2,1,1,1,2,6,7,1,1
976,2,2,1,2,2,2,1,2,2
977,1,2,2,2,1,2,7,2,2
978,1,1,2,1,2,14,0,1,2
979,2,1,2,1,2,0,11,1,2
980,1,1,2,1,2,13,1,2,1
981,1,1,1,1,1,11,7,1,1
982,1,1,1,1,2,16,2,1,1
983,2,2,2,1,2,8,3,1,2
984,2,1,1,1,2,2,7,1,2
985,2,1,1,2,1,10,1,1,1
986,1,2,2,2,2,9,16,1,1
987,1,2,1,1,1,11,8,2,2
988,1,2,2,2,2,3,16,1,1
989,1,2,2,2,2,16,16,1,1
990,1,1,2,1,2,11,6,1,2
991,2,1,2,1,1,3,4,1,2
992,1,2,1,2,1,9,8,1,2
993,1,1,1,1,1,20,26,2,2
994,2,1,1,1,1,4,2,2,2
995,2,2,1,2,1,10,13,1,1
996,2,2,2,1,1,11,14,2,2
997,1,1,1,2,2,3,2,2,1
998,2,2,1,1,2,1,11,2,2
999,2,2,1,1,2,5,5,1,1
1000,2,2,2,2,1,20,2,1,1
1001,1,2,1,1,2,30,19,1,2
1002,2,2,2,1,2,6,25,2,1
1003,1,1,1,1,2,22,19,2,2
1004,2,1,1,1,2,6,3,1,1
1005,1,1,1,2,2,5,2,2,1
1006,1,2,1,2,2,9,5,1,1
1007,1,2,2,1,2,11,12,2,1
1008,1,2,2,1,1,16,21,2,1
1009,2,1,1,1,1,11,2,2,1
1010,2,2,2,2,1,4,19,1,2
1011,2,1,1,1,1,20,16,1,2
1012,1,2,1,1,2,18,8,1,2
1013,1,1,1,1,1,3,1,1,2
1014,1,1,2,1,2,6,9,2,2
1015,1,2,2,2,1,1,6,2,1
1016,2,1,1,2,1,5,15,1,2
1017,2,2,2,2,2,17,5,2,1
1018,2,1,2,1,2,1,3,1,2
1019,1,1,2,1,2,4,15,2,2
1020,2,2,1,1,2,5,1,2,2
1021,2,2,2,1,1,9,4,1,1
1022,2,2,2,2,1,4,4,1,1
1023,1,1,1,2,2,16,23,1,1
1024,1,2,1,1,1,0,8,2,2
1025,2,1,2,1,2,6,12,2,1
1026,1,1,1,1,1,25,12,1,2
1027,1,1,2,2,2,13,6,2,1
1028,2,2,1,2,2,3,4,2,2
1029,1,2,1,1,1,1,9,2,1
1030,2,2,1,1,2,8,7,2,2
1031,2,1,2,1,2,1,1,2,2
1032,2,1,2,2,2,4,3,1,2
1033,2,1,1,1,1,2,4,1,1
1034,2,1,1,2,1,1,5,1,1
1035,1,2,1,1,1,16,9,1,2
1036,1,1,1,2,1,12,2,1,1
1037,2,2,2,1,2,8,17,2,2
1038,1,2,2,1,2,21,12,1,1
1039,1,2,1,2,1,6,9,2,1
1040,2,2,2,1,1,4,3,1,2
1041,1,2,2,2,1,6,20,2,1
1042,1,1,1,1,1,5,9,2,1
1043,2,2,1,1,2,15,20,1,1
1044,2,1,2,2,1,5,4,1,1
1045,1,1,2,1,1,19,4,2,2
1046,2,1,2,2,2,0,9,1,1
1047,2,2,1,2,1,3,1,2,1
1048,1,2,1,1,1,11,13,1,1
1049,2,2,2,2,1,3,8,1,1
1050,1,1,1,2,1,2,1,2,1
1051,2,2,2,2,2,9,22,1,2
1052,2,2,1,2,1,1,3,2,1
1053,2,1,1,2,2,10,9,2,2
1054,2,1,1,2,2,6,14,2,2
1055,2,1,1,1,1,19,6,2,2
1056,2,1,2,2,2,7,7,2,2
1057,2,1,1,2,1,2,16,1,1
1058,2,1,1,2,1,0,2,2,2
1059,1,1,2,1,1,9,10,2,1
1060,2,1,2,2,1,1,2,2,1
1061,1,2,1,2,2,13,8,2,1
1062,1,1,2,1,1,15,4,2,2
1063,1,2,2,2,2,6,8,1,2
1064,2,1,1,2,2,2,23,2,2
1065,1,1,1,1,1,0,18,1,1
1066,1,1,2,1,1,4,14,2,2
1067,1,2,1,1,2,5,13,1,1
1068,1,1,1,1,2,19,9,2,2
1069,2,1,2,2,1,18,9,2,2
1070,1,2,1,1,2,23,4,1,1
1071,2,1,1,2,2,14,11,1,2
1072,2,2,2,2,2,7,4,1,1
1073,2,2,1,1,2,9,11,1,1
1074,1,1,1,1,1,14,9,2,1
1075,2,2,1,1,2,21,17,1,2
1076,1,2,2,2,1,2,5,1,1
1077,1,1,2,1,1,7,16,1,2
1078,2,1,1,1,1,2,0,1,2
1079,2,1,2,1,2,15,3,1,2
1080,2,1,2,1,1,11,7,2,2
1081,2,2,2,2,1,12,8,2,1
1082,2,2,1,1,1,13,20,1,2
1083,2,1,2,1,1,3,13,2,2
1084,2,1,1,1,2,3,3,2,1
1085,2,1,1,2,2,9,0,2,1
1086,1,2,2,1,1,3,12,1,1
1087,2,1,2,1,2,7,4,2,1
1088,1,1,1,2,1,16,0,1,2
1089,2,2,1,2,1,7,10,2,2
1090,1,1,1,2,2,13,8,2,2
1091,2,1,1,2,1,22,5,2,1
1092,2,2,1,1,1,2,5,1,2
1093,2,1,2,1,2,3,15,1,2
1094,1,1,1,1,1,6,29,1,1
1095,1,1,1,2,2,9,1,2,2
1096,1,2,2,1,1,5,5,1,1
1097,2,2,1,2,1,15,8,1,1
1098,1,1,1,1,2,12,5,2,2
1099,1,1,1,1,2,1,7,1,1
1100,2,2,1,1,1,3,3,2,1
1101,2,2,1,2,2,1,4,1,1
1102,1,2,2,1,2,5,14,1,1
1103,1,2,2,1,2,6,3,1,2
1104,2,1,2,1,1,0,9,1,2
1105,1,1,2,1,1,19,10,2,2
1106,2,2,1,2,2,17,15,1,2
1107,1,2,1,1,1,13,2,1,1
1108,1,1,2,1,2,0,10,2,2
1109,1,2,1,1,1,14,12,1,1
1110,2,2,2,1,2,10,5,2,1
1111,1,2,1,2,1,22,26,2,2
1112,1,2,2,1,2,22,24,1,1
1113,1,1,1,2,1,14,18,2,2
1114,2,2,1,2,1,0,6,2,1
1115,2,2,2,2,1,2,8,1,1
1116,1,1,2,2,1,8,4,1,1
1117,2,1,2,1,1,1,1,2,1
1118,2,1,1,1,1,5,2,1,2
1119,1,1,2,2,1,12,5,2,1
1120,1,1,2,2,1,19,8,1,1
1121,2,2,2,1,1,2,15,1,2
1122,2,2,2,1,1,17,11,1,1
1123,1,1,2,1,1,3,8,1,1
1124,1,1,2,2,1,9,7,1,1
1125,1,1,2,2,2,0,5,1,1
1126,1,2,1,1,2,9,1,2,2
1127,2,1,2,2,2,0,2,1,2
1128,1,1,2,2,1,16,8,2,2
1129,1,1,2,2,2,2,1,2,2
1130,2,2,1,2,2,22,2,1,2
1131,2,1,1,2,1,13,6,2,1
1132,2,1,1,1,1,11,5,1,1
1133,1,1,2,1,1,9,5,1,2
1134,1,2,2,1,1,0,9,2,1
1135,1,1,2,1,1,10,16,2,1
1136,2,1,2,2,1,2,2,1,2
1137,2,2,2,1,1,1,5,1,1
1138,1,2,1,1,2,18,15,2,2
1139,2,2,2,2,2,8,2,2,1
1140,2,1,1,2,1,16,13,1,1
1141,1,1,2,2,2,23,1,1,1
1142,1,1,2,2,1,11,11,2,2
1143,2,1,1,1,1,24,2,1,2
1144,2,1,1,2,2,3,3,2,1
1145,2,1,1,2,1,19,14,1,2
1146,2,1,1,2,1,12,21,1,2
1147,2,2,1,2,2,6,9,2,1
1148,1,2,1,1,2,7,12,1,1
1149,2,1,1,1,1,3,13,2,2
1150,1,2,2,2,1,3,3,2,1
1151,2,2,1,2,1,26,16,2,1
1152,2,2,2,1,1,7,9,2,1
1153,2,1,2,1,2,11,18,2,1
1154,2,1,1,2,1,1,9,2,2
1155,1,2,2,2,2,2,15,2,1
1156,2,2,1,2,1,1,11,1,1
1157,1,1,1,1,2,9,16,2,2
1158,1,1,1,1,1,4,3,2,2
1159,2,1,2,2,2,2,26,1,2
1160,1,2,1,1,2,10,2,1,2
1161,1,1,1,1,2,8,0,2,2
1162,1,2,2,2,2,1,2,1,2
1163,2,1,1,2,2,10,3,2,2
1164,1,1,2,2,2,9,1,2,2
1165,2,1,1,1,1,1,23,1,2
1166,1,2,1,1,1,4,2,2,1
1167,1,2,1,1,2,16,26,2,2
1168,1,1,1,2,2,7,1,2,2
1169,2,1,2,2,1,6,10,2,1
1170,2,2,2,2,1,3,1,1,1
1171,2,2,2,2,2,8,5,2,2
1172,2,2,2,1,1,1,4,2,2
1173,1,2,2,1,1,12,3,2,1
1174,1,1,1,1,2,2,1,2,1
1175,1,2,2,2,1,13,0,1,1
1176,1,2,1,2,2,12,16,1,1
1177,1,2,2,2,2,4,2,1,1
1178,2,2,1,1,2,6,5,2,2
1179,1,2,2,2,1,28,22,1,2
1180,2,2,2,2,2,21,17,2,1
1181,1,1,2,2,1,10,21,2,2
1182,2,1,1,2,1,3,3,1,2
1183,1,2,1,1,2,5,3,1,2
1184,1,2,2,1,1,7,2,2,2
1185,1,1,2,2,1,5,18,1,2
1186,1,1,1,2,1,4,10,2,1
1187,2,1,2,1,1,3,8,1,2
1188,1,2,2,1,1,11,13,1,1
1189,2,2,2,2,1,0,16,2,1
1190,2,1,1,1,2,16,32,1,2
1191,2,2,1,1,2,14,14,1,1
1192,1,2,2,1,1,14,13,1,2
1193,1,1,2,1,1,0,3,2,2
1194,1,1,2,1,1,13,15,1,2
1195,1,1,2,2,2,3,3,1,1
1196,2,1,2,2,2,4,9,1,2
1197,2,2,2,2,2,12,10,2,2
1198,1,2,1,2,1,12,5,2,1
1199,2,2,2,1,2,0,2,1,2
1200,2,1,1,2,1,6,0,2,1
1201,2,2,2,2,1,1,1,1,1
1202,1,1,2,2,1,4,11,2,2
1203,2,2,2,2,2,7,24,2,2
1204,2,2,1,1,2,4,19,2,1
1205,2,2,1,2,1,1,3,1,1
1206,1,1,1,2,2,2,5,2,2
1207,1,1,2,2,2,19,25,1,1
1208,1,2,2,1,2,10,2,1,2
1209,1,2,2,1,2,1,4,1,1
1210,1,2,1,2,2,19,11,2,2
1211,1,1,2,2,2,4,1,1,1
1212,2,2,1,2,1,13,8,1,2
1213,2,1,1,2,2,7,9,2,2
1214,1,2,2,1,1,6,9,1,2
1215,2,1,1,1,1,14,2,2,2
1216,2,2,1,2,2,12,1,2,2
1217,2,1,1,2,1,23,10,1,1
1218,2,1,1,1,2,1,20,2,1
1219,2,1,1,1,2,7,22,2,2
1220,2,1,2,2,1,10,1,1,2
1221,2,1,1,1,1,7,5,1,2
1222,1,1,1,1,1,6,6,1,1
1223,2,2,1,2,2,4,7,1,1
1224,2,1,2,2,2,18,22,2,2
1225,1,1,2,2,2,3,5,2,1
1226,2,2,2,1,1,6,12,1,1
1227,1,2,1,2,2,10,10,1,2
1228,2,1,1,1,1,4,11,1,1
1229,1,1,2,2,2,32,15,2,2
1230,2,1,1,1,1,5,4,1,1
1231,2,2,2,2,1,6,10,2,2
1232,1,1,2,1,2,1,4,2,2
1233,2,1,2,1,1,2,14,1,1
1234,1,2,2,1,1,10,8,1,1
1235,1,2,1,1,2,2,16,1,1
1236,1,2,2,2,1,16,1,1,2
1237,2,2,1,2,2,10,8,1,2
1238,2,1,1,1,1,5,6,2,2
1239,2,2,2,1,2,18,23,1,2
1240,1,1,1,1,1,4,1,1,2
1241,2,1,1,2,1,16,9,2,2
1242,1,1,2,1,1,11,3,2,2
1243,1,1,2,2,1,13,9,2,1
1244,2,1,1,1,2,4,3,2,2
1245,2,1,2,2,1,13,19,1,1
1246,1,2,2,2,2,10,25,2,2
1247,1,1,2,2,1,9,8,2,2
1248,2,2,1,1,2,11,18,1,2
1249,1,1,1,1,1,4,12,1,1
1250,1,2,2,2,2,13,11,1,2
1251,2,1,1,2,1,1,5,1,2
1252,1,1,1,1,2,1,1,1,1
1253,2,2,1,2,2,12,4,2,2
1254,2,2,2,1,2,18,23,2,2
1255,2,2,2,2,1,22,22,1,1
1256,1,1,1,2,1,9,1,2,1
1257,2,1,2,2,2,8,1,2,2
1258,2,2,1,1,1,13,17,1,1
1259,1,2,2,1,2,2,3,1,1
1260,2,2,2,1,1,15,18,2,1
1261,2,1,2,2,2,11,5,2,2
1262,1,1,1,2,2,9,12,1,1
1263,1,1,1,1,1,23,12,2,1
1264,2,2,1,1,1,12,8,2,1
1265,2,2,2,2,1,8,2,2,1
1266,1,2,1,1,2,14,10,2,1
1267,2,2,1,1,1,13,19,2,1
1268,1,2,2,1,2,10,26,2,1
1269,2,1,2,1,2,6,4,1,1
1270,1,2,2,2,1,19,34,2,2
1271,1,2,2,1,2,0,1,1,2
1272,2,1,1,1,2,2,1,1,2
1273,1,2,1,2,1,23,2,1,2
1274,1,1,2,1,2,4,6,1,2
1275,2,1,1,1,2,10,0,2,1
1276,1,2,2,2,1,1,0,2,2
1277,1,1,2,1,1,8,0,1,2
1278,2,2,2,1,1,22,5,2,1
1279,2,2,1,2,1,3,2,1,2
1280,1,1,1,1,2,6,17,1,2
1281,1,1,1,2,2,3,10,2,1
1282,2,2,1,2,2,8,4,2,2
1283,1,1,2,2,1,9,2,2,1
1284,1,2,1,2,1,17,15,1,1
1285,1,2,1,1,2,0,2,1,1
1286,1,2,2,2,1,9,3,2,2
1287,2,1,1,2,1,8,5,1,2
1288,2,1,1,2,2,18,0,2,2
1289,1,1,1,1,2,9,8,2,2
1290,2,2,2,2,1,3,6,2,1
1291,2,2,1,2,2,10,2,2,2
1292,2,2,1,1,2,0,1,2,2
1293,1,1,2,2,2,8,10,2,1
1294,2,1,1,2,2,8,3,1,2
1295,1,1,1,1,2,2,1,2,2
1296,1,1,2,1,1,11,17,1,2
1297,2,1,1,2,2,1,2,2,2
1298,2,2,2,1,2,5,0,2,1
1299,1,2,2,2,2,2,11,1,1
1300,1,1,2,1,2,3,5,2,1
1301,2,2,1,1,1,5,18,1,1
1302,1,2,2,2,2,24,13,2,1
1303,1,2,2,2,2,11,6,2,2
1304,1,2,1,2,2,9,13,2,1
1305,1,1,2,2,2,4,6,2,2
1306,2,2,1,1,2,28,9,2,1
1307,1,1,1,2,2,1,4,1,1
1308,1,1,1,1,2,3,15,2,2
1309,1,2,1,2,2,7,2,1,2
1310,1,1,2,2,2,8,4,2,2
1311,2,1,1,1,1,4,14,1,2
1312,2,1,2,1,1,10,23,2,2
1313,1,2,2,2,2,3,15,2,2
1314,1,2,1,2,1,17,1,1,1
1315,1,2,2,2,2,11,15,1,1
1316,2,1,1,1,2,21,16,2,1
1317,2,1,1,2,2,1,3,1,1
1318,1,1,1,2,1,6,8,2,2
1319,2,2,2,1,2,4,4,2,1
1320,1,1,1,2,1,7,17,1,1
1321,1,2,2,1,1,1,1,1,2
1322,1,1,1,2,1,3,19,2,1
1323,2,1,1,2,1,31,15,1,2
1324,2,1,1,2,1,18,7,1,2
1325,2,1,2,2,2,7,5,1,1
1326,1,1,2,2,2,15,8,1,1
1327,1,1,2,2,2,12,13,1,2
1328,1,1,2,2,1,4,14,1,2
1329,2,2,2,1,2,2,6,1,1
1330,1,2,2,2,2,7,6,1,1
1331,1,2,1,1,2,7,12,1,2
1332,2,2,2,1,2,18,28,2,1
1333,2,1,2,1,2,32,9,1,1
1334,2,2,2,1,2,2,1,2,2
1335,1,1,2,2,2,12,8,2,2
1336,1,1,1,1,1,25,15,2,2
1337,2,1,2,2,2,1,7,2,2
1338,1,2,2,1,2,7,11,1,1
1339,2,2,2,2,1,6,2,2,2
1340,2,1,2,2,1,8,17,1,1
1341,2,1,1,1,2,1,17,2,2
1342,2,1,2,1,1,17,32,2,2
1343,1,1,2,1,2,7,5,2,2
1344,1,1,1,2,1,6,6,1,2
1345,2,1,2,2,1,29,25,2,2
1346,2,1,1,2,2,1,1,1,2
1347,2,2,1,1,1,12,7,1,1
1348,2,1,1,1,1,7,7,1,2
1349,2,1,2,1,2,12,18,2,2
1350,2,1,1,2,1,6,8,1,1
1351,2,2,2,2,2,6,7,1,1
1352,2,2,2,1,1,4,9,1,1
1353,1,2,2,2,2,13,10,2,2
1354,1,2,1,1,1,3,0,2,2
1355,2,1,1,2,1,11,2,2,1
1356,1,1,2,2,2,16,5,2,1
1357,1,2,1,2,1,12,10,1,2
1358,2,2,1,1,2,17,10,2,2
1359,1,1,1,1,2,5,4,2,1
1360,2,1,2,2,1,13,10,2,1
1361,1,1,1,1,2,3,4,1,2
1362,2,1,2,2,2,1,13,2,1
1363,1,1,2,2,1,6,9,2,2
1364,1,1,1,1,1,11,13,2,1
1365,2,2,2,1,2,16,2,2,2
1366,2,1,1,2,2,25,10,2,1
1367,2,1,1,2,1,22,15,1,2
1368,2,2,2,2,2,0,12,1,1
1369,1,2,2,2,1,7,15,2,1
1370,2,2,1,2,2,11,4,1,1
1371,2,2,1,1,2,4,4,1,1
1372,2,2,2,1,2,0,7,1,2
1373,2,2,2,2,2,7,2,2,1
1374,1,2,2,2,1,1,5,2,1
1375,2,1,1,2,1,5,5,2,1
1376,2,1,1,1,2,30,8,1,2
